country_label,year,growth_gdp,inflation,popul,log_popul,startbusin,unemp,urban,schooling,rule_of_law,voice_account,pol_stability,gov_effective,regulatory_qual,control_corrup,dummy_eu,covid_year,dummy_oecd
Bulgaria,2017,4.261548230510897,3.9429070296855,7075947,15.77221184412636,85.4,6.16,74.669,9,-0.08832031488418579,0.4298145174980164,0.3320499062538147,0.192859560251236,0.6258183121681213,-0.1534974128007889,1,0,0
Bulgaria,2018,3.839552118687877,4.012248584776913,7025037,15.76499104007413,85.4,5.21,75.008,9,-0.06981419771909714,0.3566663265228271,0.4562779366970062,0.2030701488256454,0.586534321308136,-0.1452328264713287,1,0,0
Bulgaria,2019,4.426793443436353,5.250219040531164,6975761,15.75795198366295,85.4,4.23,75.347,9,-0.006326790899038315,0.3556396961212158,0.5788609981536865,0.2633897364139557,0.5311001539230347,-0.1399162411689758,1,0,0
Bulgaria,2020,-3.483028019955427,3.316993904451792,6927288,15.75097895258048,85.4,5.12,75.686,9,-0.08707793056964874,0.2600734233856201,0.4724810123443604,-0.07221990823745728,0.5189231634140015,-0.2723222076892853,1,1,0
Canada,2014,1.841026124311412,1.944598697337057,35437435,17.38327930523539,97.2,6.91,81.218,10,1.890623211860657,1.412359952926636,1.175503849983215,1.760505318641663,1.845021724700928,1.836697459220886,0,0,1
Canada,2015,-0.089285801148975,-0.8767175448156053,35702908,17.39074270001509,97.2,6.91,81.259,10,1.841919898986816,1.467126369476318,1.274697780609131,1.76172935962677,1.717661261558533,1.887180924415588,0,0,1
Canada,2016,-0.1358426213219133,0.7540300302554499,36109487,17.40206618656175,98.2,7.0,81.3,10,1.841268062591553,1.445155262947083,1.256058573722839,1.780962109565735,1.73881983757019,1.989883542060852,0,0,1
Canada,2017,1.811114549119822,2.564996839798496,36545295,17.41406300810375,98.2,6.34,81.35,10,1.806022882461548,1.477723836898804,1.102062702178955,1.85711407661438,1.889669418334961,1.927650570869446,0,0,1
Canada,2018,0.9928518822292176,1.756738586892936,37065178,17.42818848843563,98.2,5.83,81.411,10,1.756561160087585,1.490146398544312,0.9791259169578552,1.714915990829468,1.70607578754425,1.827884793281555,0,0,1
Canada,2019,0.4302111341487205,1.672579194147986,37593384,17.44233863543099,98.2,5.66,81.482,10,1.760273456573486,1.431914687156677,1.016767740249634,1.731293439865112,1.716236472129822,1.767163515090942,0,0,1
Canada,2020,-6.427926610046711,0.8322600962310958,38005238,17.45323455029657,98.2,9.46,81.562,10,1.655119180679321,1.47617506980896,1.109245777130127,1.644322991371155,1.595804929733276,1.59770679473877,0,1,1
Chile,2014,0.6925226088125385,5.906349056984368,17758969,16.69240124204142,87.2,6.66,87.303,12,1.433073401451111,1.055914759635925,0.447516918182373,1.161197066307068,1.494420647621155,1.488739728927612,0,0,1
Chile,2015,1.10598439800134,4.953538063529322,17969356,16.70417842061061,87.2,6.51,87.36,12,1.34395694732666,1.004488348960876,0.4334392249584198,1.085781812667847,1.345231652259827,1.280415415763855,0,0,1
Chile,2016,0.3720987305513006,4.46991928273097,18209072,16.7174304893948,87.2,6.74,87.422,12,1.129331350326538,0.9956856966018677,0.4131105244159698,1.010371804237366,1.373064279556274,1.140084028244019,0,0,1
Chile,2017,-0.2472513587319582,4.78230030512843,18470435,16.73168190360355,87.2,6.96,87.49,12,1.149239420890808,1.000417113304138,0.4171355366706848,0.9961623549461365,1.350113391876221,1.106464505195618,0,0,1
Chile,2018,2.281121034925235,2.360583374542571,18729166,16.7455925459329,87.2,7.23,87.564,12,1.091852426528931,1.024110674858093,0.4273601770401001,1.075469732284546,1.335477352142334,1.039679408073425,0,0,1
Chile,2019,-0.2450357568850166,1.949877289167489,18952035,16.75742187158984,89.1,7.29,87.643,12,1.074586272239685,0.9911497831344604,0.007929707877337933,1.06028938293457,1.223730802536011,1.066971182823181,0,0,1
Chile,2020,-6.580755715159384,8.358569693203009,19116209,16.76604717187005,91.4,11.18,87.727,12,1.067766666412354,1.016066908836365,0.07061870396137238,0.9887356758117676,1.052092790603638,1.146560907363892,0,1,1
Colombia,2014,3.448395231914375,2.235632376431468,46967706,17.66497081712557,84.4,8.57,79.415,11,-0.2919965088367462,-0.04331616684794426,-1.114594101905823,-0.100936159491539,0.4962345957756042,-0.3685733675956726,0,0,1
Colombia,2015,1.757883717392318,2.449328420520189,47520667,17.67667526911544,84.4,8.3,79.764,11,-0.268496960401535,0.003927132114768028,-1.069146633148193,-0.03639471158385277,0.4654272496700287,-0.2981308102607727,0,0,1
Colombia,2016,0.7006886378502202,5.148334305145895,48175048,17.69035176863162,83.6,8.69,80.108,11,-0.2789232134819031,0.1218223571777344,-0.8824593424797058,0.01521569117903709,0.4020092785358429,-0.3241390585899353,0,0,1
Colombia,2017,-0.1634093320804482,5.133735899633464,48909844,17.70548924297866,85.3,8.87,80.446,11,-0.3629578948020935,0.1124623268842697,-0.7727076411247253,-0.0750800147652626,0.3411354124546051,-0.3722760677337646,0,0,1
Colombia,2018,1.012856042288661,4.630579673278262,49661056,17.72073160241748,85.3,9.11,80.778,11,-0.4062346816062927,0.1635417938232422,-0.7969317436218262,-0.08600524067878723,0.3176741302013397,-0.2857142090797424,0,0,1
Colombia,2019,1.889274487445718,4.010719493885944,50339443,17.7342994828506,85.3,9.96,81.104,11,-0.4168378412723541,0.2048455029726028,-0.9495015740394592,0.0707119032740593,0.3965637385845184,-0.2363338619470596,0,0,1
Colombia,2020,-7.842206490472819,1.429124681056564,50882884,17.74503715777969,87.0,15.04,81.425,11,-0.491235613822937,0.1492502838373184,-0.6735994815826416,0.04028860852122307,0.3171094059944153,-0.1819550096988678,0,1,1
Croatia,2014,0.06532771766438827,0.1406311174357029,4238389,15.25969380217759,82.2,17.29,55.923,8,0.3045184910297394,0.5149402618408203,0.6191123723983765,0.696799099445343,0.3950692117214203,0.2228187471628189,1,0,0
Croatia,2015,3.279516761934559,0.0834905482963535,4203604,15.25145281053845,82.9,16.18,56.155,8,0.1868399977684021,0.5555070638656616,0.5907280445098877,0.5309173464775085,0.3640224635601044,0.2496056705713272,1,0,0
Croatia,2016,4.223478737309165,-0.09887032903311876,4174349,15.24446897596532,82.9,13.1,56.403,8,0.3843882083892822,0.5253698825836182,0.6637694835662842,0.503560483455658,0.3562783300876617,0.211980015039444,1,0,0
Croatia,2017,4.688604235318024,1.16322395805075,4124531,15.23246287431723,82.5,11.21,56.667,8,0.3588387966156006,0.4791637361049652,0.6920319199562073,0.6090569496154785,0.4240428507328033,0.1179554536938667,1,0,0
Croatia,2018,3.730298166245589,2.000307415372646,4087843,15.22352800504012,82.5,8.43,56.947,8,0.3527049720287323,0.4375763833522797,0.8028064966201782,0.5073916912078857,0.5371523499488831,0.07793619483709335,1,0,0
